   0.000000        3.07284    
   0.166667E-01    2.65680    
   0.333333E-01    1.85495    
   0.500000E-01    1.18762    
   0.666667E-01   0.751443    
   0.833333E-01   0.483655    
   0.100000       0.319330    
   0.116667       0.216492    
   0.133333       0.150499    
   0.150000       0.107053    
   0.166667       0.777443E-01
   0.183333       0.575156E-01
   0.200000       0.432564E-01
   0.216667       0.330093E-01
   0.233333       0.255150E-01
   0.250000       0.199469E-01
   0.266667       0.157511E-01
   0.283333       0.125495E-01
   0.300000       0.100794E-01
   0.316667       0.815484E-02
   0.333333       0.664212E-02
   0.350000       0.544381E-02
   0.366667       0.448784E-02
   0.383333       0.372027E-02
   0.400000       0.310031E-02
   0.416667       0.259678E-02
   0.433333       0.218566E-02
   0.450000       0.184832E-02
   0.466667       0.157018E-02
   0.483333       0.133978E-02
   0.500000       0.114807E-02
   0.516667       0.987838E-03
   0.533333       0.853340E-03
   0.550000       0.739966E-03
   0.566667       0.644002E-03
   0.583333       0.562448E-03
   0.600000       0.492867E-03
   0.616667       0.433273E-03
   0.633333       0.382042E-03
   0.650000       0.337842E-03
   0.666667       0.299574E-03
   0.683333       0.266332E-03
   0.700000       0.237360E-03
   0.716667       0.212033E-03
   0.733333       0.189825E-03
   0.750000       0.170296E-03
   0.766667       0.153077E-03
   0.783333       0.137855E-03
   0.800000       0.124365E-03
   0.816667       0.112381E-03
   0.833333       0.101711E-03
   0.850000       0.921919E-04
   0.866667       0.836810E-04
   0.883333       0.760572E-04
   0.900000       0.692155E-04
   0.916667       0.630649E-04
   0.933333       0.575263E-04
   0.950000       0.525310E-04
   0.966667       0.480188E-04
   0.983333       0.439372E-04
    1.00000       0.402399E-04
    1.01667       0.368862E-04
    1.03333       0.338406E-04
    1.05000       0.310712E-04
    1.06667       0.285501E-04
    1.08333       0.262525E-04
    1.10000       0.241562E-04
    1.11667       0.222417E-04
    1.13333       0.204915E-04
    1.15000       0.188899E-04
    1.16667       0.174229E-04
    1.18333       0.160779E-04
    1.20000       0.148438E-04
    1.21667       0.137104E-04
    1.23333       0.126687E-04
    1.25000       0.117104E-04
    1.26667       0.108282E-04
    1.28333       0.100155E-04
    1.30000       0.926608E-05
    1.31667       0.857464E-05
    1.33333       0.793620E-05
    1.35000       0.734629E-05
    1.36667       0.680085E-05
    1.38333       0.629619E-05
    1.40000       0.582895E-05
    1.41667       0.539608E-05
    1.43333       0.499479E-05
    1.45000       0.462256E-05
    1.46667       0.427707E-05
    1.48333       0.395620E-05
    1.50000       0.365802E-05
    1.51667       0.338077E-05
    1.53333       0.312284E-05
    1.55000       0.288274E-05
    1.56667       0.265912E-05
    1.58333       0.245073E-05
    1.60000       0.225643E-05
    1.61667       0.207517E-05
    1.63333       0.190600E-05
    1.65000       0.174802E-05
    1.66667       0.160041E-05
    1.68333       0.146244E-05
    1.70000       0.133340E-05
    1.71667       0.121266E-05
    1.73333       0.109964E-05
    1.75000       0.993782E-06
    1.76667       0.894595E-06
    1.78333       0.801614E-06
    1.80000       0.714410E-06
    1.81667       0.632590E-06
    1.83333       0.555786E-06
    1.85000       0.483658E-06
    1.86667       0.415895E-06
    1.88333       0.352204E-06
    1.90000       0.292315E-06
    1.91667       0.235979E-06
    1.93333       0.182963E-06
    1.95000       0.133050E-06
    1.96667       0.860404E-07
    1.98333       0.417482E-07
    2.00000       0.000000    
