   0.289249    
   0.387072E-06   -1.00000    
   0.100000      -0.800000    
   0.200000      -0.600000    
   0.300000      -0.400000    
   0.400000      -0.200000    
   0.500000       0.000000    
   0.600000       0.200000    
   0.700000       0.400000    
   0.800000       0.600000    
   0.900000       0.800000    
    1.00000        1.00000    
   0.391179E-06   -1.00000    
   0.100000      -0.845161    
   0.200000      -0.664057    
   0.300000      -0.460524    
   0.400000      -0.236423    
   0.500000       0.869492E-04
   0.600000       0.222316    
   0.700000       0.441283    
   0.800000       0.651361    
   0.900000       0.840314    
    1.00000        1.00000    
   0.123281E-06   -1.00000    
   0.100028      -0.947157    
   0.200056      -0.834406    
   0.300083      -0.616078    
   0.400109      -0.374635    
   0.500131      -0.664151E-01
   0.600146       0.174114    
   0.700149       0.518730    
   0.800132       0.753708    
   0.900087       0.899047    
    1.00000        1.00000    
   0.106863E-04   -1.00000    
   0.101077      -0.917612    
   0.202140      -0.788846    
   0.303182      -0.596874    
   0.404160      -0.328618    
   0.504991      -0.469261E-01
   0.605538       0.260976    
   0.705606       0.503298    
   0.804932       0.700492    
   0.903191       0.862793    
    1.00000        1.00000    
   0.238693E-03   -1.00000    
   0.130205      -0.898529    
   0.259832      -0.759685    
   0.387526      -0.559356    
   0.509771      -0.292166    
   0.622097       0.000000    
   0.721397       0.292166    
   0.807186       0.559356    
   0.880872       0.759685    
   0.944496       0.898529    
    1.00000        1.00000    
   0.451378E-02   -1.00000    
   0.372092      -0.944286    
   0.583981      -0.872957    
   0.696177      -0.771599    
   0.770859      -0.586482    
   0.827165       0.000000    
   0.872633       0.586482    
   0.910943       0.771599    
   0.944161       0.872957    
   0.973566       0.944286    
    1.00000        1.00000    
   0.396950       -1.00000    
   0.681594      -0.963498    
   0.764799      -0.918406    
   0.818220      -0.858438    
   0.858390      -0.765026    
   0.890907       0.000000    
   0.918391       0.765026    
   0.942289       0.858438    
   0.963494       0.918406    
   0.982594       0.963498    
    1.00000        1.00000    
   0.504508       -1.00000    
   0.750185      -0.972498    
   0.817836      -0.938161    
   0.860310      -0.891837    
   0.891794      -0.818048    
   0.917012       0.000000    
   0.938147       0.818048    
   0.956397       0.891837    
   0.972494       0.938161    
   0.986917       0.972498    
    1.00000        1.00000    
   0.580802       -1.00000    
   0.794597      -0.977937    
   0.851404      -0.950216    
   0.886594      -0.912495    
   0.912457      -0.851596    
   0.933040       0.000000    
   0.950204       0.851596    
   0.964963       0.912495    
   0.977934       0.950216    
   0.989520       0.977937    
    1.00000        1.00000    
   0.637223       -1.00000    
   0.825650      -0.981581    
   0.874544      -0.958339    
   0.904562      -0.926531    
   0.926497      -0.874716    
   0.943881       0.000000    
   0.958328       0.874716    
   0.970717       0.926531    
   0.981578       0.958339    
   0.991259       0.981581    
    1.00000        1.00000    
   0.660181       -1.00000    
   0.837912      -0.982985    
   0.883609      -0.961481    
   0.911568      -0.931987    
   0.931954      -0.883774    
   0.948083       0.000000    
   0.961471       0.883774    
   0.972938       0.931987    
   0.982983       0.961481    
   0.991928       0.982985    
    1.00000        1.00000    
   0.680465       -1.00000    
   0.848568      -0.984191    
   0.891455      -0.964183    
   0.917617      -0.936688    
   0.936657      -0.891612    
   0.951701       0.000000    
   0.964173       0.891612    
   0.974847       0.936688    
   0.984188       0.964183    
   0.992503       0.984191    
    1.00000        1.00000    
